Driver,Team,LapTimeSeconds,TyreCompound,TyreAge,AirTemp,TrackTemp,TrackLength,RaceDistance,NumLaps,LapNumber
NOR,McLaren,96.278,INTERMEDIATE,8.0,15.9,19.1,5.303,307.574,58,8.0
NOR,McLaren,94.638,INTERMEDIATE,9.0,15.9,19.1,5.303,307.574,58,9.0
NOR,McLaren,92.13,INTERMEDIATE,10.0,15.9,19.1,5.303,307.574,58,10.0
NOR,McLaren,92.189,INTERMEDIATE,11.0,16.0,19.1,5.303,307.574,58,11.0
NOR,McLaren,91.778,INTERMEDIATE,12.0,15.9,19.3,5.303,307.574,58,12.0
NOR,McLaren,91.318,INTERMEDIATE,13.0,16.0,19.3,5.303,307.574,58,13.0
NOR,McLaren,90.795,INTERMEDIATE,14.0,16.0,19.3,5.303,307.574,58,14.0
NOR,McLaren,90.226,INTERMEDIATE,15.0,16.0,19.3,5.303,307.574,58,15.0
NOR,McLaren,89.952,INTERMEDIATE,16.0,16.0,19.3,5.303,307.574,58,16.0
NOR,McLaren,90.264,INTERMEDIATE,17.0,16.1,19.4,5.303,307.574,58,17.0
NOR,McLaren,90.146,INTERMEDIATE,18.0,16.0,19.4,5.303,307.574,58,18.0
NOR,McLaren,90.551,INTERMEDIATE,19.0,16.1,19.4,5.303,307.574,58,19.0
NOR,McLaren,90.71,INTERMEDIATE,20.0,16.0,19.4,5.303,307.574,58,20.0
NOR,McLaren,90.234,INTERMEDIATE,21.0,16.0,19.4,5.303,307.574,58,21.0
NOR,McLaren,90.3,INTERMEDIATE,22.0,15.9,19.2,5.303,307.574,58,22.0
NOR,McLaren,89.922,INTERMEDIATE,23.0,15.9,19.2,5.303,307.574,58,23.0
NOR,McLaren,89.687,INTERMEDIATE,24.0,15.8,19.2,5.303,307.574,58,24.0
NOR,McLaren,89.601,INTERMEDIATE,25.0,15.7,19.2,5.303,307.574,58,25.0
NOR,McLaren,89.16,INTERMEDIATE,26.0,15.7,19.2,5.303,307.574,58,26.0
NOR,McLaren,89.25,INTERMEDIATE,27.0,15.8,19.2,5.303,307.574,58,27.0
NOR,McLaren,89.097,INTERMEDIATE,28.0,15.7,19.1,5.303,307.574,58,28.0
NOR,McLaren,88.357,INTERMEDIATE,29.0,15.7,19.1,5.303,307.574,58,29.0
NOR,McLaren,88.032,INTERMEDIATE,30.0,15.7,19.1,5.303,307.574,58,30.0
NOR,McLaren,87.695,INTERMEDIATE,31.0,15.8,19.1,5.303,307.574,58,31.0
NOR,McLaren,87.8,INTERMEDIATE,32.0,15.8,19.1,5.303,307.574,58,32.0
NOR,McLaren,87.495,INTERMEDIATE,33.0,15.9,19.0,5.303,307.574,58,33.0
NOR,McLaren,83.797,HARD,9.0,16.6,19.3,5.303,307.574,58,42.0
NOR,McLaren,82.167,HARD,10.0,16.6,19.3,5.303,307.574,58,43.0
NOR,McLaren,91.567,INTERMEDIATE,2.0,15.7,19.3,5.303,307.574,58,46.0
NOR,McLaren,93.198,INTERMEDIATE,8.0,15.2,18.7,5.303,307.574,58,52.0
NOR,McLaren,90.482,INTERMEDIATE,9.0,15.4,18.7,5.303,307.574,58,53.0
NOR,McLaren,89.428,INTERMEDIATE,10.0,15.8,18.7,5.303,307.574,58,54.0
NOR,McLaren,89.195,INTERMEDIATE,11.0,15.9,18.7,5.303,307.574,58,55.0
NOR,McLaren,87.996,INTERMEDIATE,12.0,16.1,18.7,5.303,307.574,58,56.0
NOR,McLaren,87.126,INTERMEDIATE,13.0,16.1,18.7,5.303,307.574,58,57.0
VER,Red Bull Racing,96.83,INTERMEDIATE,8.0,15.9,19.1,5.303,307.574,58,8.0
VER,Red Bull Racing,94.315,INTERMEDIATE,9.0,15.9,19.1,5.303,307.574,58,9.0
VER,Red Bull Racing,92.65,INTERMEDIATE,10.0,15.9,19.1,5.303,307.574,58,10.0
VER,Red Bull Racing,92.453,INTERMEDIATE,11.0,16.0,19.1,5.303,307.574,58,11.0
VER,Red Bull Racing,91.591,INTERMEDIATE,12.0,15.9,19.3,5.303,307.574,58,12.0
VER,Red Bull Racing,91.271,INTERMEDIATE,13.0,16.0,19.3,5.303,307.574,58,13.0
VER,Red Bull Racing,90.639,INTERMEDIATE,14.0,16.0,19.3,5.303,307.574,58,14.0
VER,Red Bull Racing,90.328,INTERMEDIATE,15.0,16.0,19.3,5.303,307.574,58,15.0
VER,Red Bull Racing,90.592,INTERMEDIATE,16.0,16.0,19.3,5.303,307.574,58,16.0
VER,Red Bull Racing,93.392,INTERMEDIATE,17.0,16.0,19.4,5.303,307.574,58,17.0
VER,Red Bull Racing,92.169,INTERMEDIATE,18.0,16.0,19.4,5.303,307.574,58,18.0
VER,Red Bull Racing,91.939,INTERMEDIATE,19.0,16.0,19.4,5.303,307.574,58,19.0
VER,Red Bull Racing,91.598,INTERMEDIATE,20.0,16.0,19.4,5.303,307.574,58,20.0
VER,Red Bull Racing,91.177,INTERMEDIATE,21.0,16.0,19.2,5.303,307.574,58,21.0
VER,Red Bull Racing,91.04,INTERMEDIATE,22.0,15.9,19.2,5.303,307.574,58,22.0
VER,Red Bull Racing,90.686,INTERMEDIATE,23.0,15.9,19.2,5.303,307.574,58,23.0
VER,Red Bull Racing,90.978,INTERMEDIATE,24.0,15.8,19.2,5.303,307.574,58,24.0
VER,Red Bull Racing,90.845,INTERMEDIATE,25.0,15.7,19.2,5.303,307.574,58,25.0
VER,Red Bull Racing,90.293,INTERMEDIATE,26.0,15.7,19.2,5.303,307.574,58,26.0
VER,Red Bull Racing,89.731,INTERMEDIATE,27.0,15.7,19.1,5.303,307.574,58,27.0
VER,Red Bull Racing,89.411,INTERMEDIATE,28.0,15.7,19.1,5.303,307.574,58,28.0
VER,Red Bull Racing,89.043,INTERMEDIATE,29.0,15.7,19.1,5.303,307.574,58,29.0
VER,Red Bull Racing,88.237,INTERMEDIATE,30.0,15.7,19.1,5.303,307.574,58,30.0
VER,Red Bull Racing,88.127,INTERMEDIATE,31.0,15.8,19.1,5.303,307.574,58,31.0
VER,Red Bull Racing,88.208,INTERMEDIATE,32.0,15.8,19.1,5.303,307.574,58,32.0
VER,Red Bull Racing,85.317,MEDIUM,8.0,16.6,19.3,5.303,307.574,58,42.0
VER,Red Bull Racing,83.081,MEDIUM,9.0,16.6,19.3,5.303,307.574,58,43.0
VER,Red Bull Racing,93.864,INTERMEDIATE,6.0,15.2,18.7,5.303,307.574,58,52.0
VER,Red Bull Racing,90.859,INTERMEDIATE,7.0,15.4,18.7,5.303,307.574,58,53.0
VER,Red Bull Racing,89.1,INTERMEDIATE,8.0,15.8,18.7,5.303,307.574,58,54.0
VER,Red Bull Racing,88.538,INTERMEDIATE,9.0,15.9,18.7,5.303,307.574,58,55.0
VER,Red Bull Racing,87.921,INTERMEDIATE,10.0,16.1,18.7,5.303,307.574,58,56.0
VER,Red Bull Racing,87.4,INTERMEDIATE,11.0,16.1,18.7,5.303,307.574,58,57.0
RUS,Mercedes,97.824,INTERMEDIATE,8.0,15.9,19.1,5.303,307.574,58,8.0
RUS,Mercedes,94.873,INTERMEDIATE,9.0,15.9,19.1,5.303,307.574,58,9.0
RUS,Mercedes,93.587,INTERMEDIATE,10.0,15.9,19.1,5.303,307.574,58,10.0
RUS,Mercedes,93.347,INTERMEDIATE,11.0,16.0,19.1,5.303,307.574,58,11.0
RUS,Mercedes,92.803,INTERMEDIATE,12.0,15.9,19.3,5.303,307.574,58,12.0
RUS,Mercedes,92.364,INTERMEDIATE,13.0,16.0,19.3,5.303,307.574,58,13.0
RUS,Mercedes,91.856,INTERMEDIATE,14.0,16.0,19.3,5.303,307.574,58,14.0
RUS,Mercedes,91.885,INTERMEDIATE,15.0,16.0,19.3,5.303,307.574,58,15.0
RUS,Mercedes,91.739,INTERMEDIATE,16.0,16.0,19.3,5.303,307.574,58,16.0
RUS,Mercedes,91.597,INTERMEDIATE,17.0,16.0,19.4,5.303,307.574,58,17.0
RUS,Mercedes,91.74,INTERMEDIATE,18.0,16.0,19.4,5.303,307.574,58,18.0
RUS,Mercedes,92.189,INTERMEDIATE,19.0,16.0,19.4,5.303,307.574,58,19.0
RUS,Mercedes,91.315,INTERMEDIATE,20.0,16.0,19.4,5.303,307.574,58,20.0
RUS,Mercedes,91.127,INTERMEDIATE,21.0,16.0,19.2,5.303,307.574,58,21.0
RUS,Mercedes,91.029,INTERMEDIATE,22.0,15.9,19.2,5.303,307.574,58,22.0
RUS,Mercedes,90.975,INTERMEDIATE,23.0,15.9,19.2,5.303,307.574,58,23.0
RUS,Mercedes,90.673,INTERMEDIATE,24.0,15.8,19.2,5.303,307.574,58,24.0
RUS,Mercedes,90.488,INTERMEDIATE,25.0,15.7,19.2,5.303,307.574,58,25.0
RUS,Mercedes,90.111,INTERMEDIATE,26.0,15.7,19.2,5.303,307.574,58,26.0
RUS,Mercedes,89.863,INTERMEDIATE,27.0,15.7,19.1,5.303,307.574,58,27.0
RUS,Mercedes,89.696,INTERMEDIATE,28.0,15.7,19.1,5.303,307.574,58,28.0
RUS,Mercedes,89.488,INTERMEDIATE,29.0,15.7,19.1,5.303,307.574,58,29.0
RUS,Mercedes,89.789,INTERMEDIATE,30.0,15.7,19.1,5.303,307.574,58,30.0
RUS,Mercedes,89.041,INTERMEDIATE,31.0,15.8,19.1,5.303,307.574,58,31.0
RUS,Mercedes,89.361,INTERMEDIATE,32.0,15.8,19.1,5.303,307.574,58,32.0
RUS,Mercedes,86.239,HARD,8.0,16.6,19.3,5.303,307.574,58,42.0
RUS,Mercedes,85.065,HARD,9.0,16.6,19.3,5.303,307.574,58,43.0
RUS,Mercedes,91.87,INTERMEDIATE,2.0,15.7,19.3,5.303,307.574,58,46.0
RUS,Mercedes,94.334,INTERMEDIATE,8.0,15.2,18.7,5.303,307.574,58,52.0
RUS,Mercedes,91.177,INTERMEDIATE,9.0,15.4,18.7,5.303,307.574,58,53.0
RUS,Mercedes,90.41,INTERMEDIATE,10.0,15.8,18.7,5.303,307.574,58,54.0
RUS,Mercedes,90.076,INTERMEDIATE,11.0,15.9,18.7,5.303,307.574,58,55.0
RUS,Mercedes,89.454,INTERMEDIATE,12.0,16.1,18.7,5.303,307.574,58,56.0
RUS,Mercedes,89.117,INTERMEDIATE,13.0,16.1,18.7,5.303,307.574,58,57.0
ANT,Mercedes,98.729,INTERMEDIATE,8.0,15.9,19.1,5.303,307.574,58,8.0
ANT,Mercedes,96.312,INTERMEDIATE,9.0,15.9,19.1,5.303,307.574,58,9.0
ANT,Mercedes,95.27,INTERMEDIATE,10.0,15.9,19.1,5.303,307.574,58,10.0
ANT,Mercedes,94.678,INTERMEDIATE,11.0,16.0,19.3,5.303,307.574,58,11.0
ANT,Mercedes,95.385,INTERMEDIATE,12.0,15.9,19.3,5.303,307.574,58,12.0
ANT,Mercedes,93.697,INTERMEDIATE,13.0,16.0,19.3,5.303,307.574,58,13.0
ANT,Mercedes,93.802,INTERMEDIATE,14.0,16.0,19.3,5.303,307.574,58,14.0
ANT,Mercedes,92.212,INTERMEDIATE,15.0,16.0,19.3,5.303,307.574,58,15.0
ANT,Mercedes,97.326,INTERMEDIATE,16.0,16.1,19.4,5.303,307.574,58,16.0
ANT,Mercedes,92.312,INTERMEDIATE,17.0,16.0,19.4,5.303,307.574,58,17.0
ANT,Mercedes,92.181,INTERMEDIATE,18.0,16.1,19.4,5.303,307.574,58,18.0
ANT,Mercedes,91.942,INTERMEDIATE,19.0,16.0,19.4,5.303,307.574,58,19.0
ANT,Mercedes,91.319,INTERMEDIATE,20.0,16.0,19.4,5.303,307.574,58,20.0
ANT,Mercedes,91.042,INTERMEDIATE,21.0,16.0,19.2,5.303,307.574,58,21.0
ANT,Mercedes,91.887,INTERMEDIATE,22.0,15.9,19.2,5.303,307.574,58,22.0
ANT,Mercedes,91.324,INTERMEDIATE,23.0,15.9,19.2,5.303,307.574,58,23.0
ANT,Mercedes,90.822,INTERMEDIATE,24.0,15.7,19.2,5.303,307.574,58,24.0
ANT,Mercedes,90.706,INTERMEDIATE,25.0,15.7,19.2,5.303,307.574,58,25.0
ANT,Mercedes,91.299,INTERMEDIATE,26.0,15.8,19.2,5.303,307.574,58,26.0
ANT,Mercedes,90.463,INTERMEDIATE,27.0,15.7,19.1,5.303,307.574,58,27.0
ANT,Mercedes,90.716,INTERMEDIATE,28.0,15.7,19.1,5.303,307.574,58,28.0
ANT,Mercedes,89.919,INTERMEDIATE,29.0,15.7,19.1,5.303,307.574,58,29.0
ANT,Mercedes,89.794,INTERMEDIATE,30.0,15.8,19.1,5.303,307.574,58,30.0
ANT,Mercedes,89.245,INTERMEDIATE,31.0,15.8,19.1,5.303,307.574,58,31.0
ANT,Mercedes,89.032,INTERMEDIATE,32.0,15.9,19.0,5.303,307.574,58,32.0
ANT,Mercedes,87.505,HARD,9.0,16.6,19.3,5.303,307.574,58,42.0
ANT,Mercedes,84.901,HARD,10.0,16.6,19.3,5.303,307.574,58,43.0
ANT,Mercedes,90.78,INTERMEDIATE,2.0,15.7,19.3,5.303,307.574,58,46.0
ANT,Mercedes,95.008,INTERMEDIATE,8.0,15.2,18.7,5.303,307.574,58,52.0
ANT,Mercedes,91.398,INTERMEDIATE,9.0,15.4,18.7,5.303,307.574,58,53.0
ANT,Mercedes,90.562,INTERMEDIATE,10.0,15.8,18.7,5.303,307.574,58,54.0
ANT,Mercedes,90.602,INTERMEDIATE,11.0,15.9,18.7,5.303,307.574,58,55.0
ANT,Mercedes,88.149,INTERMEDIATE,12.0,16.1,18.7,5.303,307.574,58,56.0
ANT,Mercedes,88.65,INTERMEDIATE,13.0,16.1,18.7,5.303,307.574,58,57.0
ALB,Williams,98.281,INTERMEDIATE,6.0,15.9,19.1,5.303,307.574,58,8.0
ALB,Williams,96.3,INTERMEDIATE,7.0,15.9,19.1,5.303,307.574,58,9.0
ALB,Williams,94.494,INTERMEDIATE,8.0,15.9,19.1,5.303,307.574,58,10.0
ALB,Williams,94.206,INTERMEDIATE,9.0,16.0,19.3,5.303,307.574,58,11.0
ALB,Williams,93.713,INTERMEDIATE,10.0,15.9,19.3,5.303,307.574,58,12.0
ALB,Williams,93.153,INTERMEDIATE,11.0,16.0,19.3,5.303,307.574,58,13.0
ALB,Williams,92.717,INTERMEDIATE,12.0,16.0,19.3,5.303,307.574,58,14.0
ALB,Williams,92.733,INTERMEDIATE,13.0,16.0,19.3,5.303,307.574,58,15.0
ALB,Williams,92.464,INTERMEDIATE,14.0,16.0,19.3,5.303,307.574,58,16.0
ALB,Williams,93.088,INTERMEDIATE,15.0,16.0,19.4,5.303,307.574,58,17.0
ALB,Williams,92.981,INTERMEDIATE,16.0,16.0,19.4,5.303,307.574,58,18.0
ALB,Williams,93.051,INTERMEDIATE,17.0,16.0,19.4,5.303,307.574,58,19.0
ALB,Williams,92.356,INTERMEDIATE,18.0,16.0,19.4,5.303,307.574,58,20.0
ALB,Williams,92.036,INTERMEDIATE,19.0,16.0,19.2,5.303,307.574,58,21.0
ALB,Williams,92.053,INTERMEDIATE,20.0,15.9,19.2,5.303,307.574,58,22.0
ALB,Williams,91.75,INTERMEDIATE,21.0,15.9,19.2,5.303,307.574,58,23.0
ALB,Williams,91.868,INTERMEDIATE,22.0,15.7,19.2,5.303,307.574,58,24.0
ALB,Williams,91.014,INTERMEDIATE,23.0,15.7,19.2,5.303,307.574,58,25.0
ALB,Williams,91.309,INTERMEDIATE,24.0,15.8,19.2,5.303,307.574,58,26.0
ALB,Williams,90.452,INTERMEDIATE,25.0,15.7,19.1,5.303,307.574,58,27.0
ALB,Williams,90.332,INTERMEDIATE,26.0,15.7,19.1,5.303,307.574,58,28.0
ALB,Williams,90.023,INTERMEDIATE,27.0,15.7,19.1,5.303,307.574,58,29.0
ALB,Williams,89.628,INTERMEDIATE,28.0,15.8,19.1,5.303,307.574,58,30.0
ALB,Williams,90.053,INTERMEDIATE,29.0,15.8,19.1,5.303,307.574,58,31.0
ALB,Williams,90.186,INTERMEDIATE,30.0,15.9,19.0,5.303,307.574,58,32.0
ALB,Williams,87.127,MEDIUM,9.0,16.6,19.3,5.303,307.574,58,42.0
ALB,Williams,84.597,MEDIUM,10.0,16.6,19.3,5.303,307.574,58,43.0
ALB,Williams,92.795,INTERMEDIATE,2.0,15.7,19.3,5.303,307.574,58,46.0
ALB,Williams,94.996,INTERMEDIATE,8.0,15.2,18.7,5.303,307.574,58,52.0
ALB,Williams,91.917,INTERMEDIATE,9.0,15.4,18.7,5.303,307.574,58,53.0
ALB,Williams,90.587,INTERMEDIATE,10.0,15.8,18.7,5.303,307.574,58,54.0
ALB,Williams,90.301,INTERMEDIATE,11.0,15.9,18.7,5.303,307.574,58,55.0
ALB,Williams,90.298,INTERMEDIATE,12.0,16.1,18.7,5.303,307.574,58,56.0
ALB,Williams,89.944,INTERMEDIATE,13.0,16.1,18.7,5.303,307.574,58,57.0
STR,Aston Martin,98.664,INTERMEDIATE,4.0,15.9,19.1,5.303,307.574,58,8.0
STR,Aston Martin,96.253,INTERMEDIATE,5.0,15.9,19.1,5.303,307.574,58,9.0
STR,Aston Martin,95.14,INTERMEDIATE,6.0,15.9,19.1,5.303,307.574,58,10.0
STR,Aston Martin,94.972,INTERMEDIATE,7.0,16.0,19.3,5.303,307.574,58,11.0
STR,Aston Martin,94.426,INTERMEDIATE,8.0,15.9,19.3,5.303,307.574,58,12.0
STR,Aston Martin,93.899,INTERMEDIATE,9.0,16.0,19.3,5.303,307.574,58,13.0
STR,Aston Martin,93.097,INTERMEDIATE,10.0,16.0,19.3,5.303,307.574,58,14.0
STR,Aston Martin,92.382,INTERMEDIATE,11.0,16.0,19.3,5.303,307.574,58,15.0
STR,Aston Martin,92.554,INTERMEDIATE,12.0,16.0,19.3,5.303,307.574,58,16.0
STR,Aston Martin,93.388,INTERMEDIATE,13.0,16.0,19.4,5.303,307.574,58,17.0
STR,Aston Martin,93.631,INTERMEDIATE,14.0,16.1,19.4,5.303,307.574,58,18.0
STR,Aston Martin,92.684,INTERMEDIATE,15.0,16.0,19.4,5.303,307.574,58,19.0
STR,Aston Martin,92.58,INTERMEDIATE,16.0,16.0,19.4,5.303,307.574,58,20.0
STR,Aston Martin,92.429,INTERMEDIATE,17.0,16.0,19.2,5.303,307.574,58,21.0
STR,Aston Martin,94.269,INTERMEDIATE,18.0,15.9,19.2,5.303,307.574,58,22.0
STR,Aston Martin,92.643,INTERMEDIATE,19.0,15.9,19.2,5.303,307.574,58,23.0
STR,Aston Martin,92.102,INTERMEDIATE,20.0,15.7,19.2,5.303,307.574,58,24.0
STR,Aston Martin,92.092,INTERMEDIATE,21.0,15.7,19.2,5.303,307.574,58,25.0
STR,Aston Martin,91.547,INTERMEDIATE,22.0,15.8,19.2,5.303,307.574,58,26.0
STR,Aston Martin,91.408,INTERMEDIATE,23.0,15.7,19.1,5.303,307.574,58,27.0
STR,Aston Martin,90.725,INTERMEDIATE,24.0,15.7,19.1,5.303,307.574,58,28.0
STR,Aston Martin,90.935,INTERMEDIATE,25.0,15.7,19.1,5.303,307.574,58,29.0
STR,Aston Martin,90.853,INTERMEDIATE,26.0,15.8,19.1,5.303,307.574,58,30.0
STR,Aston Martin,91.077,INTERMEDIATE,27.0,15.8,19.1,5.303,307.574,58,31.0
STR,Aston Martin,90.657,INTERMEDIATE,28.0,15.9,19.0,5.303,307.574,58,32.0
STR,Aston Martin,87.301,HARD,10.0,16.6,19.3,5.303,307.574,58,42.0
STR,Aston Martin,85.538,HARD,11.0,16.6,19.3,5.303,307.574,58,43.0
STR,Aston Martin,92.361,INTERMEDIATE,2.0,15.7,19.3,5.303,307.574,58,46.0
STR,Aston Martin,95.395,INTERMEDIATE,8.0,15.2,18.7,5.303,307.574,58,52.0
STR,Aston Martin,91.558,INTERMEDIATE,9.0,15.4,18.7,5.303,307.574,58,53.0
STR,Aston Martin,90.794,INTERMEDIATE,10.0,15.8,18.7,5.303,307.574,58,54.0
STR,Aston Martin,90.387,INTERMEDIATE,11.0,15.9,18.7,5.303,307.574,58,55.0
STR,Aston Martin,90.323,INTERMEDIATE,12.0,16.1,18.7,5.303,307.574,58,56.0
STR,Aston Martin,90.957,INTERMEDIATE,13.0,16.1,18.7,5.303,307.574,58,57.0
HUL,Kick Sauber,98.959,INTERMEDIATE,8.0,15.9,19.1,5.303,307.574,58,8.0
HUL,Kick Sauber,96.51,INTERMEDIATE,9.0,15.9,19.1,5.303,307.574,58,9.0
HUL,Kick Sauber,95.044,INTERMEDIATE,10.0,15.9,19.1,5.303,307.574,58,10.0
HUL,Kick Sauber,94.99,INTERMEDIATE,11.0,16.0,19.3,5.303,307.574,58,11.0
HUL,Kick Sauber,94.989,INTERMEDIATE,12.0,15.9,19.3,5.303,307.574,58,12.0
HUL,Kick Sauber,94.064,INTERMEDIATE,13.0,16.0,19.3,5.303,307.574,58,13.0
HUL,Kick Sauber,95.018,INTERMEDIATE,14.0,16.0,19.3,5.303,307.574,58,14.0
HUL,Kick Sauber,93.611,INTERMEDIATE,15.0,16.0,19.3,5.303,307.574,58,15.0
HUL,Kick Sauber,93.856,INTERMEDIATE,16.0,16.1,19.4,5.303,307.574,58,16.0
HUL,Kick Sauber,94.817,INTERMEDIATE,17.0,16.0,19.4,5.303,307.574,58,17.0
HUL,Kick Sauber,93.796,INTERMEDIATE,18.0,16.1,19.4,5.303,307.574,58,18.0
HUL,Kick Sauber,93.52,INTERMEDIATE,19.0,16.0,19.4,5.303,307.574,58,19.0
HUL,Kick Sauber,93.867,INTERMEDIATE,20.0,16.0,19.4,5.303,307.574,58,20.0
HUL,Kick Sauber,93.22,INTERMEDIATE,21.0,16.0,19.2,5.303,307.574,58,21.0
HUL,Kick Sauber,93.185,INTERMEDIATE,22.0,15.9,19.2,5.303,307.574,58,22.0
HUL,Kick Sauber,92.765,INTERMEDIATE,23.0,15.9,19.2,5.303,307.574,58,23.0
HUL,Kick Sauber,92.469,INTERMEDIATE,24.0,15.7,19.2,5.303,307.574,58,24.0
HUL,Kick Sauber,91.975,INTERMEDIATE,25.0,15.7,19.2,5.303,307.574,58,25.0
HUL,Kick Sauber,91.81,INTERMEDIATE,26.0,15.8,19.2,5.303,307.574,58,26.0
HUL,Kick Sauber,91.118,INTERMEDIATE,27.0,15.7,19.1,5.303,307.574,58,27.0
HUL,Kick Sauber,90.801,INTERMEDIATE,28.0,15.7,19.1,5.303,307.574,58,28.0
HUL,Kick Sauber,90.378,INTERMEDIATE,29.0,15.7,19.1,5.303,307.574,58,29.0
HUL,Kick Sauber,90.691,INTERMEDIATE,30.0,15.8,19.1,5.303,307.574,58,30.0
HUL,Kick Sauber,90.071,INTERMEDIATE,31.0,15.8,19.1,5.303,307.574,58,31.0
HUL,Kick Sauber,90.109,INTERMEDIATE,32.0,15.9,19.0,5.303,307.574,58,32.0
HUL,Kick Sauber,87.472,MEDIUM,9.0,16.6,19.3,5.303,307.574,58,42.0
HUL,Kick Sauber,85.243,MEDIUM,10.0,16.6,19.3,5.303,307.574,58,43.0
HUL,Kick Sauber,91.21,INTERMEDIATE,2.0,15.7,19.3,5.303,307.574,58,46.0
HUL,Kick Sauber,95.935,INTERMEDIATE,8.0,15.2,18.7,5.303,307.574,58,52.0
HUL,Kick Sauber,91.815,INTERMEDIATE,9.0,15.4,18.7,5.303,307.574,58,53.0
HUL,Kick Sauber,90.994,INTERMEDIATE,10.0,15.8,18.7,5.303,307.574,58,54.0
HUL,Kick Sauber,90.437,INTERMEDIATE,11.0,15.9,18.7,5.303,307.574,58,55.0
HUL,Kick Sauber,90.36,INTERMEDIATE,12.0,16.1,18.7,5.303,307.574,58,56.0
HUL,Kick Sauber,90.86,INTERMEDIATE,13.0,16.1,18.7,5.303,307.574,58,57.0
LEC,Ferrari,98.19,INTERMEDIATE,8.0,15.9,19.1,5.303,307.574,58,8.0
LEC,Ferrari,94.933,INTERMEDIATE,9.0,15.9,19.1,5.303,307.574,58,9.0
LEC,Ferrari,93.539,INTERMEDIATE,10.0,15.9,19.1,5.303,307.574,58,10.0
LEC,Ferrari,94.251,INTERMEDIATE,11.0,16.0,19.1,5.303,307.574,58,11.0
LEC,Ferrari,93.536,INTERMEDIATE,12.0,15.9,19.3,5.303,307.574,58,12.0
LEC,Ferrari,92.198,INTERMEDIATE,13.0,16.0,19.3,5.303,307.574,58,13.0
LEC,Ferrari,92.448,INTERMEDIATE,14.0,16.0,19.3,5.303,307.574,58,14.0
LEC,Ferrari,91.846,INTERMEDIATE,15.0,16.0,19.3,5.303,307.574,58,15.0
LEC,Ferrari,91.832,INTERMEDIATE,16.0,16.0,19.3,5.303,307.574,58,16.0
LEC,Ferrari,92.502,INTERMEDIATE,17.0,16.0,19.4,5.303,307.574,58,17.0
LEC,Ferrari,92.614,INTERMEDIATE,18.0,16.0,19.4,5.303,307.574,58,18.0
LEC,Ferrari,91.861,INTERMEDIATE,19.0,16.0,19.4,5.303,307.574,58,19.0
LEC,Ferrari,91.756,INTERMEDIATE,20.0,16.0,19.4,5.303,307.574,58,20.0
LEC,Ferrari,91.159,INTERMEDIATE,21.0,16.0,19.2,5.303,307.574,58,21.0
LEC,Ferrari,90.695,INTERMEDIATE,22.0,15.9,19.2,5.303,307.574,58,22.0
LEC,Ferrari,91.551,INTERMEDIATE,23.0,15.9,19.2,5.303,307.574,58,23.0
LEC,Ferrari,90.732,INTERMEDIATE,24.0,15.8,19.2,5.303,307.574,58,24.0
LEC,Ferrari,90.251,INTERMEDIATE,25.0,15.7,19.2,5.303,307.574,58,25.0
LEC,Ferrari,90.34,INTERMEDIATE,26.0,15.7,19.2,5.303,307.574,58,26.0
LEC,Ferrari,90.563,INTERMEDIATE,27.0,15.7,19.1,5.303,307.574,58,27.0
LEC,Ferrari,89.723,INTERMEDIATE,28.0,15.7,19.1,5.303,307.574,58,28.0
LEC,Ferrari,89.492,INTERMEDIATE,29.0,15.7,19.1,5.303,307.574,58,29.0
LEC,Ferrari,89.367,INTERMEDIATE,30.0,15.7,19.1,5.303,307.574,58,30.0
LEC,Ferrari,89.546,INTERMEDIATE,31.0,15.8,19.1,5.303,307.574,58,31.0
LEC,Ferrari,89.337,INTERMEDIATE,32.0,15.8,19.1,5.303,307.574,58,32.0
LEC,Ferrari,86.831,HARD,9.0,16.6,19.3,5.303,307.574,58,42.0
LEC,Ferrari,85.271,HARD,10.0,16.6,19.3,5.303,307.574,58,43.0
LEC,Ferrari,96.429,HARD,13.0,15.7,19.3,5.303,307.574,58,46.0
LEC,Ferrari,96.38,INTERMEDIATE,5.0,15.2,18.7,5.303,307.574,58,52.0
LEC,Ferrari,92.731,INTERMEDIATE,6.0,15.4,18.7,5.303,307.574,58,53.0
LEC,Ferrari,91.082,INTERMEDIATE,7.0,15.8,18.7,5.303,307.574,58,54.0
LEC,Ferrari,89.975,INTERMEDIATE,8.0,15.9,18.7,5.303,307.574,58,55.0
LEC,Ferrari,89.801,INTERMEDIATE,9.0,16.1,18.7,5.303,307.574,58,56.0
LEC,Ferrari,90.964,INTERMEDIATE,10.0,16.1,18.7,5.303,307.574,58,57.0
PIA,McLaren,97.251,INTERMEDIATE,8.0,15.9,19.1,5.303,307.574,58,8.0
PIA,McLaren,94.578,INTERMEDIATE,9.0,15.9,19.1,5.303,307.574,58,9.0
PIA,McLaren,92.672,INTERMEDIATE,10.0,15.9,19.1,5.303,307.574,58,10.0
PIA,McLaren,91.959,INTERMEDIATE,11.0,16.0,19.1,5.303,307.574,58,11.0
PIA,McLaren,91.29,INTERMEDIATE,12.0,15.9,19.3,5.303,307.574,58,12.0
PIA,McLaren,91.377,INTERMEDIATE,13.0,16.0,19.3,5.303,307.574,58,13.0
PIA,McLaren,90.555,INTERMEDIATE,14.0,16.0,19.3,5.303,307.574,58,14.0
