Driver,Team,Event,Year,LapTimeSeconds,TyreCompound,TyreAge,AirTemp,TrackTemp,TrackLength,RaceDistance,NumLaps,LapNumber,TopSpeed,AvgCornerSpeed,AvgCornerEntrySpeed,AvgCornerExitSpeed,AvgStraightSpeed,AvgStraightEntrySpeed,AvgStraightExitSpeed,ThrottleMean,ThrottleStdDev,BrakeMean,BrakeStdDev,DRSMean
DOO,Alpine,Japanese Grand Prix,2025,93.7,HARD,5.0,14.4,20.0,5.807,307.471,53,20.0,306.0,147.8118811881188,179.0,172.8,255.8211382113821,278.0,259.4,72.42074927953891,38.29398640534412,0.14697406340057637,0.3545913660787624,0.0
DOO,Alpine,Japanese Grand Prix,2025,93.811,HARD,6.0,14.4,20.0,5.807,307.471,53,21.0,305.0,145.1504424778761,174.0,176.0,255.94042553191488,276.0,260.8,70.82471264367815,39.419209592933214,0.14655172413793102,0.3541677018104055,0.0
DOO,Alpine,Japanese Grand Prix,2025,93.522,HARD,7.0,14.5,20.0,5.807,307.471,53,22.0,306.0,144.0392156862745,171.2,180.4,255.1576763485477,276.6,257.4,69.9795918367347,40.127751299995865,0.1457725947521866,0.3533936156056726,0.0
DOO,Alpine,Japanese Grand Prix,2025,93.484,HARD,8.0,14.5,19.7,5.807,307.471,53,23.0,307.0,142.68627450980392,177.2,176.8,256.5560165975104,280.0,259.6,71.63265306122449,39.58511867758467,0.1457725947521866,0.3533936156056726,0.0
DOO,Alpine,Japanese Grand Prix,2025,93.367,HARD,9.0,14.4,19.6,5.807,307.471,53,24.0,310.0,144.7864077669903,177.6,180.4,257.39591836734695,277.6,259.4,71.65517241379311,39.097551118048315,0.13218390804597702,0.3391782756601372,0.0
DOO,Alpine,Japanese Grand Prix,2025,93.598,HARD,10.0,14.4,19.6,5.807,307.471,53,25.0,310.0,143.08490566037736,181.4,174.8,257.26666666666665,279.8,258.4,69.99421965317919,39.84338864434922,0.14450867052023122,0.3521139739477004,0.0
DOO,Alpine,Japanese Grand Prix,2025,93.735,HARD,11.0,14.4,19.6,5.807,307.471,53,26.0,310.0,141.11818181818182,174.6,177.4,258.4552845528455,279.8,262.2,70.17977528089888,39.99403104696974,0.15168539325842698,0.3592205519860197,0.0
DOO,Alpine,Japanese Grand Prix,2025,93.454,HARD,12.0,14.5,19.5,5.807,307.471,53,27.0,309.0,145.05309734513276,183.4,181.4,257.7106382978723,281.2,261.8,70.16379310344827,39.813168277340566,0.15229885057471265,0.35982769219147,0.0
DOO,Alpine,Japanese Grand Prix,2025,93.282,HARD,13.0,14.5,19.5,5.807,307.471,53,28.0,309.0,140.4271844660194,174.6,181.4,257.3709677419355,283.2,263.0,71.47578347578347,39.07953590013737,0.1396011396011396,0.347067486889568,0.0
DOO,Alpine,Japanese Grand Prix,2025,93.209,HARD,14.0,14.6,19.7,5.807,307.471,53,29.0,309.0,142.4245283018868,177.8,174.4,257.4385245901639,279.0,262.2,70.79142857142857,39.36799327882326,0.13428571428571429,0.34144716216682863,0.0
DOO,Alpine,Japanese Grand Prix,2025,93.154,HARD,15.0,14.6,19.7,5.807,307.471,53,30.0,308.0,142.42,179.2,177.0,258.4897119341564,280.2,260.4,72.66472303206997,38.716409442042576,0.13119533527696792,0.3381070884394921,0.0
DOO,Alpine,Japanese Grand Prix,2025,93.085,HARD,16.0,14.6,19.5,5.807,307.471,53,31.0,308.0,144.86666666666667,176.4,177.4,257.2326530612245,278.4,264.2,71.36571428571429,39.60424525634859,0.13714285714285715,0.34449058298931434,0.0
DOO,Alpine,Japanese Grand Prix,2025,92.912,HARD,17.0,14.6,19.4,5.807,307.471,53,32.0,308.0,143.88990825688074,181.0,173.0,258.3089430894309,278.0,262.4,71.14647887323943,39.45133536219564,0.14084507042253522,0.34835264650135883,0.0
DOO,Alpine,Japanese Grand Prix,2025,95.137,HARD,18.0,14.5,19.4,5.807,307.471,53,33.0,309.0,144.14414414414415,191.2,172.2,253.04310344827587,278.8,263.4,64.12244897959184,41.50434547610848,0.16326530612244897,0.3701475241586368,0.0
DOO,Alpine,Japanese Grand Prix,2025,93.301,HARD,19.0,14.5,19.5,5.807,307.471,53,34.0,312.0,142.22935779816513,172.4,174.0,256.7921568627451,280.4,262.2,70.85989010989012,39.91146725842928,0.15384615384615385,0.3612978418647564,0.0
DOO,Alpine,Japanese Grand Prix,2025,93.23,HARD,20.0,14.5,19.4,5.807,307.471,53,35.0,307.0,140.63725490196077,180.8,174.2,255.3347280334728,276.8,258.0,69.30205278592375,39.839896075455414,0.1495601173020528,0.35716380332375797,0.0
DOO,Alpine,Japanese Grand Prix,2025,93.166,HARD,21.0,14.4,19.3,5.807,307.471,53,36.0,311.0,142.21495327102804,182.6,177.0,257.73728813559325,278.4,258.8,71.11661807580175,39.502658703807484,0.15160349854227406,0.3591600747382287,0.0
DOO,Alpine,Japanese Grand Prix,2025,92.947,HARD,22.0,14.5,19.3,5.807,307.471,53,37.0,306.0,146.68627450980392,181.8,182.0,258.1336032388664,277.8,258.6,71.81948424068769,39.18778939496667,0.14613180515759314,0.3537454680143585,0.0
DOO,Alpine,Japanese Grand Prix,2025,93.089,HARD,23.0,14.5,19.2,5.807,307.471,53,38.0,307.0,143.0096153846154,181.0,183.8,257.6307053941909,279.0,256.4,71.52173913043478,39.22994551198879,0.1565217391304348,0.36387700007421897,0.0
DOO,Alpine,Japanese Grand Prix,2025,93.14,HARD,24.0,14.4,19.3,5.807,307.471,53,39.0,309.0,138.87,178.6,158.2,256.2633744855967,279.0,258.2,71.067055393586,39.19002505135921,0.15160349854227406,0.35916007473822875,0.0
DOO,Alpine,Japanese Grand Prix,2025,93.251,HARD,25.0,14.5,19.4,5.807,307.471,53,40.0,309.0,140.0373831775701,176.4,168.6,258.8284518828452,279.4,260.6,71.34104046242774,39.11957726370662,0.14739884393063585,0.35501646811991805,0.0
DOO,Alpine,Japanese Grand Prix,2025,93.273,HARD,26.0,14.5,19.4,5.807,307.471,53,41.0,305.0,141.61764705882354,177.2,172.6,256.8155737704918,281.0,261.4,70.8179190751445,39.46635069773149,0.14739884393063585,0.355016468119918,0.0
DOO,Alpine,Japanese Grand Prix,2025,93.18,HARD,27.0,14.5,19.4,5.807,307.471,53,42.0,307.0,144.27777777777777,175.6,180.6,258.5925925925926,279.2,258.2,71.4928774928775,39.05862744255586,0.150997150997151,0.3585572319216118,0.0
DOO,Alpine,Japanese Grand Prix,2025,92.906,HARD,28.0,14.5,19.4,5.807,307.471,53,43.0,306.0,141.99065420560748,177.4,176.6,256.9399141630901,278.6,261.4,72.19411764705882,38.066359858889484,0.12941176470588237,0.33614982240962316,0.0
DOO,Alpine,Japanese Grand Prix,2025,92.974,HARD,29.0,14.5,19.4,5.807,307.471,53,44.0,306.0,142.72115384615384,182.4,174.6,256.78225806451616,277.0,261.2,71.5909090909091,39.337863382083874,0.1278409090909091,0.3343879005964002,0.0
DOO,Alpine,Japanese Grand Prix,2025,93.013,HARD,30.0,14.5,19.4,5.807,307.471,53,45.0,306.0,141.63366336633663,179.0,183.0,255.5748987854251,279.0,264.4,70.99137931034483,39.154426183187404,0.13793103448275862,0.34532409846724,0.0
DOO,Alpine,Japanese Grand Prix,2025,92.743,HARD,31.0,14.6,19.4,5.807,307.471,53,46.0,309.0,142.05,182.6,176.0,258.49377593361,280.0,263.0,72.05571847507332,38.95947900020699,0.12903225806451613,0.3357282717999312,0.0
DOO,Alpine,Japanese Grand Prix,2025,92.685,HARD,32.0,14.6,19.2,5.807,307.471,53,47.0,308.0,142.20192307692307,178.8,182.0,258.10483870967744,280.0,259.8,71.73295454545455,38.24605067697046,0.13352272727272727,0.3406229914054867,0.0
DOO,Alpine,Japanese Grand Prix,2025,92.809,HARD,33.0,14.5,19.2,5.807,307.471,53,48.0,306.0,143.48039215686273,180.8,168.8,257.3724696356275,279.6,263.2,71.16045845272207,39.18402700339783,0.14613180515759314,0.35374546801435847,0.0
DOO,Alpine,Japanese Grand Prix,2025,93.046,HARD,34.0,14.6,19.4,5.807,307.471,53,49.0,310.0,140.7913043478261,179.4,183.4,258.6804979253112,279.8,265.2,69.97752808988764,39.46036771687919,0.1348314606741573,0.34202417296846405,0.0
DOO,Alpine,Japanese Grand Prix,2025,93.871,HARD,35.0,14.6,19.4,5.807,307.471,53,50.0,309.0,147.71428571428572,176.6,172.4,259.08936170212763,280.0,262.4,68.72334293948127,40.495894351312806,0.16714697406340057,0.3736458227781298,0.0
DOO,Alpine,Japanese Grand Prix,2025,92.94,HARD,36.0,14.7,19.2,5.807,307.471,53,51.0,308.0,139.02,174.0,176.6,258.3400809716599,282.6,261.4,72.3342939481268,38.52936804606262,0.12968299711815562,0.3364394711026737,0.0
DOO,Alpine,Japanese Grand Prix,2025,92.976,HARD,37.0,14.6,19.1,5.807,307.471,53,52.0,308.0,141.875,177.8,175.4,258.883064516129,280.4,263.4,70.85227272727273,39.254677191765076,0.14488636363636365,0.3524872770715001,0.0
DOO,Alpine,Japanese Grand Prix,2025,92.96,HARD,38.0,14.6,19.0,5.807,307.471,53,53.0,311.0,134.61052631578949,167.2,177.6,257.1844262295082,281.0,259.8,70.27138643067846,38.819222669495055,0.13569321533923304,0.3429687311915387,0.0
HUL,Kick Sauber,Japanese Grand Prix,2025,95.254,MEDIUM,7.0,14.3,20.7,5.807,307.471,53,7.0,314.0,150.1496062992126,173.6,172.2,260.25,282.6,264.6,67.6281690140845,42.18163972261946,0.18309859154929578,0.38729319814023877,0.0
HUL,Kick Sauber,Japanese Grand Prix,2025,94.76,MEDIUM,8.0,14.3,20.7,5.807,307.471,53,8.0,315.0,153.3206106870229,171.2,168.0,259.51627906976745,283.0,262.8,68.69653179190752,41.84668829513276,0.16473988439306358,0.3714828358903625,0.0
HUL,Kick Sauber,Japanese Grand Prix,2025,94.87,MEDIUM,9.0,14.3,20.7,5.807,307.471,53,9.0,312.0,147.12,176.6,173.8,258.6569037656904,278.6,259.2,67.86813186813187,42.117691274137464,0.16758241758241757,0.3740091501932793,0.0
HUL,Kick Sauber,Japanese Grand Prix,2025,94.598,MEDIUM,10.0,14.3,20.6,5.807,307.471,53,10.0,313.0,148.4,172.2,177.2,261.2142857142857,277.6,261.4,67.23728813559322,42.50059382343387,0.18361581920903955,0.38771858223781297,0.0
HUL,Kick Sauber,Japanese Grand Prix,2025,94.906,MEDIUM,11.0,14.3,20.2,5.807,307.471,53,11.0,311.0,147.54961832061068,179.6,167.4,258.26521739130436,278.4,261.6,66.79501385041551,42.41779078487295,0.18005540166204986,0.38476688069230364,0.0
HUL,Kick Sauber,Japanese Grand Prix,2025,95.054,MEDIUM,12.0,14.3,20.4,5.807,307.471,53,12.0,312.0,148.22307692307692,177.2,179.4,259.6909871244635,278.6,260.0,68.91460055096418,41.48394992225492,0.16804407713498623,0.37442151068695156,0.0
HUL,Kick Sauber,Japanese Grand Prix,2025,94.482,MEDIUM,13.0,14.3,20.4,5.807,307.471,53,13.0,312.0,151.16666666666666,175.6,165.4,258.2311111111111,279.6,264.0,69.64637681159421,41.60552770921493,0.16521739130434782,0.3719160347524232,0.0
HUL,Kick Sauber,Japanese Grand Prix,2025,94.789,MEDIUM,14.0,14.3,20.3,5.807,307.471,53,14.0,310.0,147.49180327868854,176.2,173.8,259.390134529148,278.6,261.6,69.91884057971015,40.926896240261605,0.14492753623188406,0.3525390593088785,0.0
HUL,Kick Sauber,Japanese Grand Prix,2025,94.729,MEDIUM,15.0,14.5,20.1,5.807,307.471,53,15.0,311.0,145.6694214876033,176.0,184.2,258.7130434782609,278.2,260.6,69.15099715099716,41.45948098190043,0.15384615384615385,0.36131627495789687,0.0
HUL,Kick Sauber,Japanese Grand Prix,2025,94.995,MEDIUM,16.0,14.5,19.9,5.807,307.471,53,16.0,310.0,147.390625,176.2,169.4,260.04545454545456,279.8,258.8,68.23275862068965,41.64742041171594,0.1724137931034483,0.37828359676128503,0.0
HUL,Kick Sauber,Japanese Grand Prix,2025,94.492,MEDIUM,17.0,14.4,20.0,5.807,307.471,53,17.0,309.0,144.25409836065575,180.2,180.0,257.6652719665272,278.4,260.6,69.27423822714681,41.271454030853675,0.1523545706371191,0.3598630087151933,0.0
HUL,Kick Sauber,Japanese Grand Prix,2025,94.551,MEDIUM,18.0,14.4,20.1,5.807,307.471,53,18.0,311.0,147.5625,172.8,180.6,258.8529411764706,281.2,259.2,67.63661202185793,42.361415288001005,0.1830601092896175,0.38724517976817563,0.0
HUL,Kick Sauber,Japanese Grand Prix,2025,94.312,MEDIUM,19.0,14.4,20.1,5.807,307.471,53,19.0,312.0,147.52173913043478,170.8,177.6,258.16595744680853,277.8,264.8,70.43714285714286,40.92218197367653,0.15142857142857144,0.3589793144158436,0.0
HUL,Kick Sauber,Japanese Grand Prix,2025,94.314,MEDIUM,20.0,14.5,20.0,5.807,307.471,53,20.0,312.0,147.37209302325581,170.0,175.0,260.85067873303166,279.6,253.4,68.43428571428572,41.18850329800289,0.16,0.3671309034752222,0.0
HUL,Kick Sauber,Japanese Grand Prix,2025,94.438,MEDIUM,21.0,14.4,20.0,5.807,307.471,53,21.0,313.0,147.98360655737704,177.8,173.8,261.29694323144105,281.0,264.8,69.92877492877493,41.18679467198261,0.17094017094017094,0.3769940876519712,0.0
HUL,Kick Sauber,Japanese Grand Prix,2025,92.816,HARD,2.0,14.4,19.6,5.807,307.471,53,24.0,308.0,148.83185840707964,176.2,168.0,261.4549356223176,278.4,263.8,72.73410404624278,39.962646964175754,0.15606936416184972,0.36344668223391574,0.0
HUL,Kick Sauber,Japanese Grand Prix,2025,92.897,HARD,8.0,14.6,19.7,5.807,307.471,53,30.0,310.0,145.54807692307693,172.8,176.0,258.9792531120332,279.8,261.4,72.84927536231883,39.60928957573342,0.1536231884057971,0.36111089505926314,0.0
HUL,Kick Sauber,Japanese Grand Prix,2025,92.572,HARD,9.0,14.6,19.5,5.807,307.471,53,31.0,311.0,144.33018867924528,171.0,178.0,258.10788381742736,286.4,259.6,72.61383285302594,40.059574624324306,0.15273775216138327,0.3602540013354045,0.0
HUL,Kick Sauber,Japanese Grand Prix,2025,92.679,HARD,10.0,14.6,19.4,5.807,307.471,53,32.0,312.0,141.73333333333332,167.4,170.0,259.616,283.4,260.6,72.2056338028169,40.43841620159931,0.16901408450704225,0.37529331252040077,0.0
HUL,Kick Sauber,Japanese Grand Prix,2025,92.937,HARD,20.0,14.5,19.4,5.807,307.471,53,42.0,313.0,140.77227722772278,177.4,175.2,258.988,282.0,266.2,71.56695156695157,40.67586777152049,0.1623931623931624,0.369337591385248,0.0
HUL,Kick Sauber,Japanese Grand Prix,2025,92.857,HARD,21.0,14.5,19.4,5.807,307.471,53,43.0,311.0,139.99074074074073,173.4,173.8,257.65800865800867,281.0,262.6,69.83185840707965,40.82765827553566,0.1504424778761062,0.35803306196015455,0.0
HUL,Kick Sauber,Japanese Grand Prix,2025,92.873,HARD,27.0,14.6,19.4,5.807,307.471,53,49.0,312.0,139.84821428571428,181.2,181.8,261.2326530612245,282.0,267.0,69.51540616246498,41.00373939052287,0.16246498599439776,0.36939455023387363,0.0
LAW,Racing Bulls,Japanese Grand Prix,2025,95.169,MEDIUM,5.0,14.3,20.7,5.807,307.471,53,5.0,315.0,150.3913043478261,171.8,165.8,257.1090909090909,279.2,258.2,68.28212290502793,40.734451436787516,0.1564245810055866,0.3637657981733471,0.0
LAW,Racing Bulls,Japanese Grand Prix,2025,95.056,MEDIUM,6.0,14.3,20.6,5.807,307.471,53,6.0,309.0,150.4296875,165.4,184.0,257.4891774891775,281.2,260.6,70.79108635097494,39.915529925875624,0.1532033426183844,0.360686094182021,0.0
LAW,Racing Bulls,Japanese Grand Prix,2025,95.115,MEDIUM,7.0,14.3,20.7,5.807,307.471,53,7.0,316.0,147.952,178.2,159.6,257.57894736842104,278.2,257.0,67.6657223796034,40.81549934129835,0.1501416430594901,0.3577172453314489,0.0
LAW,Racing Bulls,Japanese Grand Prix,2025,94.69,MEDIUM,8.0,14.3,20.7,5.807,307.471,53,8.0,310.0,150.9918699186992,171.4,175.6,256.3169642857143,275.8,256.6,69.82997118155619,39.596409318573606,0.14985590778097982,0.3574455486055008,0.0
LAW,Racing Bulls,Japanese Grand Prix,2025,94.713,MEDIUM,9.0,14.3,20.7,5.807,307.471,53,9.0,310.0,148.8139534883721,167.6,176.0,259.27777777777777,276.8,258.6,70.05785123966942,40.3058673437429,0.15151515151515152,0.35904518355016396,0.0
LAW,Racing Bulls,Japanese Grand Prix,2025,94.552,MEDIUM,10.0,14.3,20.6,5.807,307.471,53,10.0,311.0,147.025,174.4,172.6,257.12393162393164,274.8,259.4,70.5677966101695,39.554633672803455,0.15254237288135594,0.36005473247932146,0.0
LAW,Racing Bulls,Japanese Grand Prix,2025,94.837,MEDIUM,11.0,14.3,20.2,5.807,307.471,53,11.0,312.0,144.671875,177.8,172.0,255.22317596566523,275.8,257.4,69.44598337950139,39.97649297732844,0.15512465373961218,0.36252593543459344,0.0
LAW,Racing Bulls,Japanese Grand Prix,2025,94.804,MEDIUM,12.0,14.3,20.4,5.807,307.471,53,12.0,314.0,151.94573643410854,182.4,170.2,258.2735042735043,277.6,261.6,68.14600550964187,40.9264014568825,0.162534435261708,0.36944959927928217,0.0
LAW,Racing Bulls,Japanese Grand Prix,2025,94.593,MEDIUM,13.0,14.3,20.4,5.807,307.471,53,13.0,310.0,147.7008547008547,171.6,135.8,256.4537444933921,280.8,259.4,68.9796511627907,40.09503497461459,0.15406976744186046,0.3615414937155621,0.0
LAW,Racing Bulls,Japanese Grand Prix,2025,94.737,MEDIUM,14.0,14.3,20.3,5.807,307.471,53,14.0,310.0,149.3361344537815,171.0,164.6,258.5929203539823,278.4,261.0,68.98550724637681,40.66364182034975,0.1536231884057971,0.36111089505926314,0.0
LAW,Racing Bulls,Japanese Grand Prix,2025,94.705,MEDIUM,15.0,14.5,20.1,5.807,307.471,53,15.0,308.0,149.33070866141733,180.0,182.8,259.0,277.0,260.0,68.98011363636364,40.127107902153114,0.1590909090909091,0.3662814957954253,0.0
LAW,Racing Bulls,Japanese Grand Prix,2025,94.633,MEDIUM,16.0,14.5,19.9,5.807,307.471,53,16.0,308.0,148.512,178.6,171.4,258.27027027027026,278.4,259.2,69.37175792507205,40.20622572889919,0.16138328530259366,0.36841535377750234,0.0
LAW,Racing Bulls,Japanese Grand Prix,2025,94.544,MEDIUM,17.0,14.4,20.0,5.807,307.471,53,17.0,309.0,148.54032258064515,175.6,172.6,255.69915254237287,279.6,259.2,68.375,41.13292451441588,0.15833333333333333,0.36556134573151494,0.0
LAW,Racing Bulls,Japanese Grand Prix,2025,94.581,MEDIUM,18.0,14.4,20.1,5.807,307.471,53,18.0,307.0,146.45038167938932,183.0,172.8,256.868085106383,275.4,262.0,68.58196721311475,40.321075796408806,0.16120218579234974,0.3682207164123295,0.0
LAW,Racing Bulls,Japanese Grand Prix,2025,94.342,MEDIUM,19.0,14.4,20.1,5.807,307.471,53,19.0,307.0,151.975,176.8,163.0,258.0131004366812,278.8,251.8,69.58739255014326,40.040876546579874,0.1518624641833811,0.35940279886798354,0.0
LAW,Racing Bulls,Japanese Grand Prix,2025,94.768,MEDIUM,20.0,14.5,20.0,5.807,307.471,53,20.0,308.0,148.04724409448818,172.6,168.4,257.0087336244541,276.6,261.4,69.08426966292134,40.595270379831,0.15168539325842698,0.3592205519860197,0.0
LAW,Racing Bulls,Japanese Grand Prix,2025,94.604,MEDIUM,21.0,14.4,20.0,5.807,307.471,53,21.0,308.0,149.61344537815125,183.2,174.2,259.0087336244541,281.4,261.2,69.90517241379311,40.059389293589774,0.15804597701149425,0.3653093563459784,0.0
LAW,Racing Bulls,Japanese Grand Prix,2025,94.689,MEDIUM,22.0,14.5,20.0,5.807,307.471,53,22.0,309.0,145.02439024390245,181.8,164.8,259.8165938864629,278.4,258.0,67.59943181818181,41.67335057113116,0.15625,0.36360904617671225,0.0
LAW,Racing Bulls,Japanese Grand Prix,2025,94.458,MEDIUM,23.0,14.5,19.9,5.807,307.471,53,23.0,310.0,146.00877192982455,172.4,153.4,258.40444444444444,281.0,259.2,68.89085545722713,41.417522006364464,0.16519174041297935,0.3719024436917363,0.0
LAW,Racing Bulls,Japanese Grand Prix,2025,94.188,MEDIUM,24.0,14.4,19.6,5.807,307.471,53,24.0,310.0,146.69026548672565,180.2,178.8,257.9535864978903,278.2,258.8,69.01142857142857,40.44345709072159,0.16,0.3671309034752222,0.0
LAW,Racing Bulls,Japanese Grand Prix,2025,94.116,MEDIUM,25.0,14.4,19.6,5.807,307.471,53,25.0,308.0,143.8918918918919,179.6,173.4,258.1645569620253,276.2,256.8,70.33045977011494,40.39084971869714,0.1724137931034483,0.37828359676128503,0.0
LAW,Racing Bulls,Japanese Grand Prix,2025,94.016,MEDIUM,26.0,14.4,19.6,5.807,307.471,53,26.0,307.0,144.7844827586207,181.2,176.6,257.41735537190084,274.6,260.8,69.42737430167598,40.5246963375972,0.15921787709497207,0.36639121690506243,0.0
LAW,Racing Bulls,Japanese Grand Prix,2025,94.064,MEDIUM,27.0,14.4,19.4,5.807,307.471,53,27.0,307.0,144.09259259259258,183.4,173.4,257.4156378600823,276.0,261.8,70.68376068376068,40.01627873881534,0.1452991452991453,0.35290526284276996,0.0
LAW,Racing Bulls,Japanese Grand Prix,2025,93.977,MEDIUM,28.0,14.5,19.5,5.807,307.471,53,28.0,306.0,143.3,178.0,175.4,255.7344398340249,279.2,259.4,69.9002849002849,40.00605346949777,0.16809116809116809,0.374481054575609,0.0
LAW,Racing Bulls,Japanese Grand Prix,2025,93.959,MEDIUM,29.0,14.6,19.7,5.807,307.471,53,29.0,306.0,144.32432432432432,177.8,176.8,256.8464730290456,276.8,257.4,69.00852272727273,40.212858655289,0.14488636363636365,0.3524872770715001,0.0
LAW,Racing Bulls,Japanese Grand Prix,2025,94.105,MEDIUM,30.0,14.6,19.7,5.807,307.471,53,30.0,306.0,144.68141592920355,183.0,173.6,257.3723849372385,277.0,260.6,70.19318181818181,40.131012783110606,0.16193181818181818,0.36891264866705553,0.0
LAW,Racing Bulls,Japanese Grand Prix,2025,92.2,SOFT,2.0,14.5,19.4,5.807,307.471,53,35.0,310.0,144.9784946236559,178.6,167.2,256.0975609756098,278.8,257.2,72.20648967551622,39.02932995598007,0.1504424778761062,0.3580330619601546,0.0
LAW,Racing Bulls,Japanese Grand Prix,2025,93.395,SOFT,3.0,14.4,19.3,5.807,307.471,53,36.0,310.0,148.6095238095238,180.2,182.8,255.66806722689077,280.0,260.4,69.76967930029154,40.31204326690711,0.15743440233236153,0.36474192700585295,0.0
LAW,Racing Bulls,Japanese Grand Prix,2025,92.796,SOFT,4.0,14.5,19.3,5.807,307.471,53,37.0,309.0,147.5049504950495,175.8,186.8,256.53061224489795,278.2,263.4,71.8092485549133,39.77332185784344,0.1531791907514451,0.3606817332845404,0.0
LAW,Racing Bulls,Japanese Grand Prix,2025,92.244,SOFT,5.0,14.5,19.2,5.807,307.471,53,38.0,314.0,145.84848484848484,178.6,182.8,258.1516393442623,278.4,261.2,70.95626822157435,40.07421273567314,0.16909620991253643,0.37538448058017404,0.0
LAW,Racing Bulls,Japanese Grand Prix,2025,92.043,SOFT,6.0,14.5,19.2,5.807,307.471,53,39.0,311.0,145.72043010752688,186.6,171.0,260.33870967741933,280.6,259.6,72.49853372434018,39.12029897586877,0.15542521994134897,0.36284198206701374,0.0
LAW,Racing Bulls,Japanese Grand Prix,2025,92.43,SOFT,7.0,14.5,19.4,5.807,307.471,53,40.0,309.0,146.72164948453607,172.2,171.8,260.94262295081967,276.2,264.0,73.48680351906158,38.58676970062315,0.1466275659824047,0.35425407009526105,0.0
LAW,Racing Bulls,Japanese Grand Prix,2025,92.294,SOFT,8.0,14.5,19.4,5.807,307.471,53,41.0,312.0,145.6161616161616,179.2,175.4,259.890243902439,279.8,265.4,71.88115942028986,39.361330315847205,0.16231884057971013,0.3692786215999308,0.0
LAW,Racing Bulls,Japanese Grand Prix,2025,92.105,SOFT,9.0,14.5,19.4,5.807,307.471,53,42.0,311.0,142.04807692307693,180.8,164.6,260.37344398340247,281.6,255.0,72.3391304347826,39.18357665494839,0.1391304347826087,0.3465852487938523,0.0
LAW,Racing Bulls,Japanese Grand Prix,2025,92.368,SOFT,10.0,14.5,19.4,5.807,307.471,53,43.0,310.0,145.59259259259258,184.2,179.2,258.2608695652174,282.4,258.4,69.00295857988165,40.70283846944939,0.17751479289940827,0.38267026980003216,0.0
LAW,Racing Bulls,Japanese Grand Prix,2025,92.514,SOFT,11.0,14.5,19.4,5.807,307.471,53,44.0,313.0,143.17757009345794,173.4,173.6,258.9303278688525,278.8,262.8,69.7008547008547,40.29681269719869,0.1623931623931624,0.369337591385248,0.0
LAW,Racing Bulls,Japanese Grand Prix,2025,92.681,SOFT,12.0,14.5,19.4,5.807,307.471,53,45.0,313.0,141.0943396226415,176.0,167.4,257.72083333333336,283.4,263.0,70.52890173410404,39.18407732602319,0.15028901734104047,0.35787201622224335,0.0
LAW,Racing Bulls,Japanese Grand Prix,2025,92.775,SOFT,13.0,14.6,19.4,5.807,307.471,53,46.0,312.0,146.02830188679246,174.8,173.6,258.65966386554624,278.8,265.8,70.18023255813954,40.175301928883556,0.16279069767441862,0.3697123652689317,0.0
LAW,Racing Bulls,Japanese Grand Prix,2025,92.705,SOFT,14.0,14.6,19.2,5.807,307.471,53,47.0,312.0,145.3653846153846,179.2,160.0,258.3562753036437,282.6,265.4,70.34757834757835,39.95782045541793,0.15954415954415954,0.3667055146475635,0.0
OCO,Haas F1 Team,Japanese Grand Prix,2025,94.855,HARD,11.0,14.3,20.6,5.807,307.471,53,10.0,311.0,146.34710743801654,181.0,177.8,257.5854700854701,279.6,262.2,70.08169014084507,39.646838952724394,0.23943661971830985,0.42734195983147877,0.0
OCO,Haas F1 Team,Japanese Grand Prix,2025,94.845,HARD,12.0,14.3,20.2,5.807,307.471,53,11.0,310.0,146.9609375,171.0,168.8,258.2931034482759,276.8,259.8,69.38333333333334,39.40211594504888,0.20555555555555555,0.4046694338165766,0.0
OCO,Haas F1 Team,Japanese Grand Prix,2025,94.869,HARD,13.0,14.3,20.4,5.807,307.471,53,12.0,310.0,146.921875,179.0,178.4,259.20940170940173,276.0,260.2,71.10497237569061,38.35899859212861,0.20718232044198895,0.40584826513440486,0.0
OCO,Haas F1 Team,Japanese Grand Prix,2025,94.569,HARD,14.0,14.3,20.4,5.807,307.471,53,13.0,310.0,150.54621848739495,176.6,177.0,257.25,280.2,262.6,70.27089337175792,39.54248962338822,0.22478386167146974,0.41804271011999045,0.0
OCO,Haas F1 Team,Japanese Grand Prix,2025,94.82,HARD,15.0,14.3,20.3,5.807,307.471,53,14.0,309.0,148.1639344262295,179.4,175.2,257.75113122171945,277.6,258.0,69.82798833819243,40.10347913739954,0.22740524781341107,0.419768770484578,0.0
OCO,Haas F1 Team,Japanese Grand Prix,2025,94.721,HARD,16.0,14.5,20.1,5.807,307.471,53,15.0,308.0,145.48760330578511,167.8,174.6,258.23809523809524,278.6,262.4,70.26988636363636,39.014547684692964,0.21306818181818182,0.4100583182887824,0.0
OCO,Haas F1 Team,Japanese Grand Prix,2025,94.941,HARD,17.0,14.5,19.9,5.807,307.471,53,16.0,309.0,142.67543859649123,166.8,158.4,256.6480686695279,276.8,255.6,68.88184438040346,40.135469862667605,0.24495677233429394,0.43068259556890415,0.0
OCO,Haas F1 Team,Japanese Grand Prix,2025,94.713,HARD,18.0,14.4,20.0,5.807,307.471,53,17.0,310.0,144.130081300813,183.2,176.4,256.99159663865544,274.4,257.6,69.34349030470914,39.333100536112504,0.2077562326869806,0.4062644272599793,0.0
